pincode,taluk,districtname,statename
413512,Latur,Latur,MAHARASHTRA
413304,Pandharpur,Solapur,MAHARASHTRA
431401,Parbhani,Parbhani,MAHARASHTRA
411001,Pune City,Pune,MAHARASHTRA
411005,Haveli,Pune,MAHARASHTRA
411002,Pune City,Pune,MAHARASHTRA
402201,Alibag,Raigarh(MH),MAHARASHTRA
415612,Ratnagiri,Ratnagiri,MAHARASHTRA
415605,Chiplun,Ratnagiri,MAHARASHTRA
416416,Miraj,Sangli,MAHARASHTRA
416410,Miraj,Sangli,MAHARASHTRA
415001,Satara,Satara,MAHARASHTRA
415110,Karad,Satara,MAHARASHTRA
413709,Shrirampur,Ahmed Nagar,MAHARASHTRA
416606,Malvan,Sindhudurg,MAHARASHTRA
416510,Sawantwadi,Sindhudurg,MAHARASHTRA
413001,Solapur North,Solapur,MAHARASHTRA
400601,Thane,Thane,MAHARASHTRA
421301,Kalyan,Thane,MAHARASHTRA
445001,Yavatmal,Yavatmal,MAHARASHTRA
401404,Palghar,Thane,MAHARASHTRA
413102,Baramati,Pune,MAHARASHTRA
400071,NA,Mumbai,MAHARASHTRA
400037,Mumbai,Mumbai,MAHARASHTRA
400031,Mumbai,Mumbai,MAHARASHTRA
400012,Dadar,Mumbai,MAHARASHTRA
400027,Dadar,Mumbai,MAHARASHTRA
400033,Dadar,Mumbai,MAHARASHTRA
400010,Dadar,Mumbai,MAHARASHTRA
400015,Dadar,Mumbai,MAHARASHTRA
400037,Mumbai,Mumbai,MAHARASHTRA
400037,Mumbai,Mumbai,MAHARASHTRA
400031,Mumbai,Mumbai,MAHARASHTRA
400031,Mumbai,Mumbai,MAHARASHTRA
400014,Mumbai,Mumbai,MAHARASHTRA
400014,Mumbai,Mumbai,MAHARASHTRA
400012,Mumbai,Mumbai,MAHARASHTRA
400012,Mumbai,Mumbai,MAHARASHTRA
400012,Dadar,Mumbai,MAHARASHTRA
400012,Dadar,Mumbai,MAHARASHTRA
400033,Dadar,Mumbai,MAHARASHTRA
400033,Dadar,Mumbai,MAHARASHTRA
400033,Dadar,Mumbai,MAHARASHTRA
400033,Dadar,Mumbai,MAHARASHTRA
400010,Dadar,Mumbai,MAHARASHTRA
400010,Dadar,Mumbai,MAHARASHTRA
400010,Dadar,Mumbai,MAHARASHTRA
400010,Dadar,Mumbai,MAHARASHTRA
400009,Dadar,Mumbai,MAHARASHTRA
400005,Mumbai,Mumbai,MAHARASHTRA
400001,Mumbai,Mumbai,MAHARASHTRA
400020,Mumbai,Mumbai,MAHARASHTRA
400005,Mumbai,Mumbai,MAHARASHTRA
400020,Mumbai,Mumbai,MAHARASHTRA
400032,Mumbai,Mumbai,MAHARASHTRA
400005,Mumbai,Mumbai,MAHARASHTRA
400032,Mumbai,Mumbai,MAHARASHTRA
400001,Mumbai,Mumbai,MAHARASHTRA
400021,Mumbai,Mumbai,MAHARASHTRA
400021,Mumbai,Mumbai,MAHARASHTRA
400032,Mumbai,Mumbai,MAHARASHTRA
400001,Mumbai,Mumbai,MAHARASHTRA
400001,Mumbai,Mumbai,MAHARASHTRA
400001,Mumbai,Mumbai,MAHARASHTRA
400005,Mumbai,Mumbai,MAHARASHTRA
400004,Mumbai,Mumbai,MAHARASHTRA
400004,Mumbai,Mumbai,MAHARASHTRA
400004,Mumbai,Mumbai,MAHARASHTRA
400004,Mumbai,Mumbai,MAHARASHTRA
400004,Mumbai,Mumbai,MAHARASHTRA
400020,Mumbai,Mumbai,MAHARASHTRA
400004,Mumbai,Mumbai,MAHARASHTRA
400002,Mumbai,Mumbai,MAHARASHTRA
400002,Mumbai,Mumbai,MAHARASHTRA
400007,Mumbai,Mumbai,MAHARASHTRA
400007,Mumbai,Mumbai,MAHARASHTRA
400034,Mumbai,Mumbai,MAHARASHTRA
400028,Mumbai,Mumbai,MAHARASHTRA
400013,Mumbai,Mumbai,MAHARASHTRA
400017,Mumbai,Mumbai,MAHARASHTRA
400025,Mumbai,Mumbai,MAHARASHTRA
400018,Mumbai,Mumbai,MAHARASHTRA
400028,Mumbai,Mumbai,MAHARASHTRA
400030,Mumbai,Mumbai,MAHARASHTRA
400017,Mumbai,Mumbai,MAHARASHTRA
400028,Mumbai,Mumbai,MAHARASHTRA
400016,Mumbai,Mumbai,MAHARASHTRA
400016,Mumbai,Mumbai,MAHARASHTRA
400016,Mumbai,Mumbai,MAHARASHTRA
400016,Mumbai,Mumbai,MAHARASHTRA
400025,Mumbai,Mumbai,MAHARASHTRA
400028,Mumbai,Mumbai,MAHARASHTRA
400028,Mumbai,Mumbai,MAHARASHTRA
400035,Mumbai,Mumbai,MAHARASHTRA
400026,Mumbai,Mumbai,MAHARASHTRA
400026,Mumbai,Mumbai,MAHARASHTRA
400026,Mumbai,Mumbai,MAHARASHTRA
400026,Mumbai,Mumbai,MAHARASHTRA
400008,Mumbai,Mumbai,MAHARASHTRA
400008,Mumbai,Mumbai,MAHARASHTRA
400008,Mumbai,Mumbai,MAHARASHTRA
400008,Mumbai,Mumbai,MAHARASHTRA
400011,Mumbai,Mumbai,MAHARASHTRA
400007,Mumbai,Mumbai,MAHARASHTRA
400034,Mumbai,Mumbai,MAHARASHTRA
400011,Mumbai,Mumbai,MAHARASHTRA
400011,Mumbai,Mumbai,MAHARASHTRA
400007,Mumbai,Mumbai,MAHARASHTRA
400006,Mumbai,Mumbai,MAHARASHTRA
400011,Mumbai,Mumbai,MAHARASHTRA
400028,Mumbai,Mumbai,MAHARASHTRA
400030,Mumbai,Mumbai,MAHARASHTRA
400018,Mumbai,Mumbai,MAHARASHTRA
400030,Mumbai,Mumbai,MAHARASHTRA
400030,Mumbai,Mumbai,MAHARASHTRA
400007,Mumbai,Mumbai,MAHARASHTRA
400092,Borivali West,Mumbai,MAHARASHTRA
400103,Borivali West,Mumbai,MAHARASHTRA
400066,Borivlai East,Mumbai,MAHARASHTRA
400066,Borivali East,Mumbai,MAHARASHTRA
400066,Borivali East,Mumbai,MAHARASHTRA
400066,Borivali East,Mumbai,MAHARASHTRA
400068,Dahisar West,Mumbai,MAHARASHTRA
400068,Dahisar East,Mumbai,MAHARASHTRA
400067,Kandivali West,Mumbai,MAHARASHTRA
400067,Kandivlai West,Mumbai,MAHARASHTRA
400101,Kandivali East,Mumbai,MAHARASHTRA
400097,Malad East,Mumbai,MAHARASHTRA
400097,Malad East,Mumbai,MAHARASHTRA
400064,Malad West,Mumbai,MAHARASHTRA
400064,Malad West,Mumbai,MAHARASHTRA
400064,Malad West,Mumbai,MAHARASHTRA
400064,Malad West,Mumbai,MAHARASHTRA
400095,Malad West,Mumbai,MAHARASHTRA
400065,Goregaon East,Mumbai,MAHARASHTRA
400063,Goregaon East,Mumbai,MAHARASHTRA
400063,Goregaon East,Mumbai,MAHARASHTRA
400104,Goregaon West,Mumbai,MAHARASHTRA
400104,Goregaon West,Mumbai,MAHARASHTRA
400060,Jogeshwari East,Mumbai,MAHARASHTRA
400102,Jogeshwari West,Mumbai,MAHARASHTRA
400102,Jogeshwari West,Mumbai,MAHARASHTRA
400065,Jogeshwari East,Mumbai,MAHARASHTRA
400104,Goregaon West,Mumbai,MAHARASHTRA
400095,Malad West,Mumbai,MAHARASHTRA
400104,Goregaon West,Mumbai,MAHARASHTRA
795011,Ningthoukhong,Bishnupur,MANIPUR
795006,Churachandpur,Churachandpur,MANIPUR
795001,Imphal West,Imphal West,MANIPUR
795114,Nil,Imphal East,MANIPUR
795115,Nil,Imphal West,MANIPUR
795116,Nil,Imphal West,MANIPUR
795117,Nil,Churachandpur,MANIPUR
795118,Nil,Churachandpur,MANIPUR
795122,Nil,Senapati,MANIPUR
795124,Nil,Bishnupur,MANIPUR
795129,Nil,Senapati,MANIPUR
795130,Nil,Thoubal,MANIPUR
795131,Nil,Chandel,MANIPUR
795132,Nil,Thoubal,MANIPUR
795150,Nil,Senapati,MANIPUR
795128,Nil,Churachandpur,MANIPUR
795159,Nil,Tamenglong,MANIPUR
795146,Nil,Imphal West,MANIPUR
795147,Nil,Tamenglong,MANIPUR
795148,Nil,Thoubal,MANIPUR
795149,Nil,Thoubal,MANIPUR
795142,Nil,Ukhrul,MANIPUR
795144,Nil,Ukhrul,MANIPUR
795145,Nil,Ukhrul,MANIPUR
795138,Nil,Thoubal,MANIPUR
795139,Nil,Churachandpur,MANIPUR
795140,Nil,Imphal East,MANIPUR
795141,Nil,Tamenglong,MANIPUR
795133,Nil,Bishnupur,MANIPUR
795134,Nil,Bishnupur,MANIPUR
795135,Nil,Chandel,MANIPUR
795136,Nil,Imphal East,MANIPUR
795001,Nil,Imphal West,MANIPUR
795001,Nil,Imphal West,MANIPUR
795002,Nil,Imphal West,MANIPUR
795126,Nil,Bishnupur,MANIPUR
795004,Nil,Imphal West,MANIPUR
795003,Nil,Imphal East,MANIPUR
795005,Nil,Imphal East,MANIPUR
795125,Nil,Senapati,MANIPUR
795127,Nil,Chandel,MANIPUR
795128,Nil,Churachandpur,MANIPUR
795103,Nil,Thoubal,MANIPUR
795007,Nil,Senapati,MANIPUR
795008,Nil,Imphal East,MANIPUR
795009,Nil,Imphal West,MANIPUR
795010,Nil,Imphal East,MANIPUR
795101,Nil,Chandel,MANIPUR
795102,Nil,Chandel,MANIPUR
795104,Nil,Senapati,MANIPUR
795105,Maram,Senapati,MANIPUR
795106,Nil,Senapati,MANIPUR
795107,Nil,Senapati,MANIPUR
795112,Nil,Senapati,MANIPUR
795113,Nil,Imphal West,MANIPUR
795001,Nil,Imphal West,MANIPUR
793018,NA,East Khasi Hills,MEGHALAYA
794107,Nangwalbibra,West Garo Hills,MEGHALAYA
794108,Resubelpara,West Garo Hills,MEGHALAYA
794112,Mendipathar,West Garo Hills,MEGHALAYA
794110,Rongjeng,East Garo Hills,MEGHALAYA
794111,Williamnagar,East Garo Hills,MEGHALAYA
794114,Rongra,South Garo Hills,MEGHALAYA
793017,Shillong,East Khasi Hills,MEGHALAYA
793121,Mawphlang,East Khasi Hills,MEGHALAYA
793016,Shillong,East Khasi Hills,MEGHALAYA
793114,Mawkyrwat,West Khasi Hills,MEGHALAYA
793009,Shillong,East Khasi Hills,MEGHALAYA
793102,Nongpoh,Ri Bhoi,MEGHALAYA
793119,Nongstoin,West Khasi Hills,MEGHALAYA
793014,Shillong,East Khasi Hills,MEGHALAYA
793022,Shillong,East Khasi Hills,MEGHALAYA
793001,Shillong,East Khasi Hills,MEGHALAYA
793008,Shillong,East Khasi Hills,MEGHALAYA
793110,Pynursla,East Khasi Hills,MEGHALAYA
793004,Shillong,East Khasi Hills,MEGHALAYA
793006,Shillong,East Khasi Hills,MEGHALAYA
793112,Shella,East Khasi Hills,MEGHALAYA
793104,Sumer,East Khasi Hills,MEGHALAYA
793015,Mawkynrew,East Khasi Hills,MEGHALAYA
793151,Thadlaskein,Jaintia Hills,MEGHALAYA
793005,Shillong,East Khasi Hills,MEGHALAYA
793122,Ucc,Ri Bhoi,MEGHALAYA
793105,Umsning,Ri Bhoi,MEGHALAYA
793011,Shillong,East Khasi Hills,MEGHALAYA
793106,Balat,East Khasi Hills,MEGHALAYA
793101,Byrnihat,Ri Bhoi,MEGHALAYA
793107,Bholaganj Bazar,East Khasi Hills,MEGHALAYA
793111,Cherrabazar,East Khasi Hills,MEGHALAYA
793108,Cherrapunjee,East Khasi Hills,MEGHALAYA
793109,Dawki,East Khasi Hills,MEGHALAYA
793007,Shillong,East Khasi Hills,MEGHALAYA
793002,Shillong,East Khasi Hills,MEGHALAYA
793002,Shillong,East Khasi Hills,MEGHALAYA
793150,Jowai,Jaintia Hills,MEGHALAYA
793200,Khliehriat,Jaintia Hills,MEGHALAYA
793160,Ladrymbai,Jaintia Hills,MEGHALAYA
793004,Shillong,East Khasi Hills,MEGHALAYA
793003,Shillong,East Khasi Hills,MEGHALAYA
793010,Shillong,East Khasi Hills,MEGHALAYA
793021,Shillong,East Khasi Hills,MEGHALAYA
793120,Mairang,West Khasi Hills,MEGHALAYA
793012,Shillong,East Khasi Hills,MEGHALAYA
793113,Mawsynram,East Khasi Hills,MEGHALAYA
793001,Shillong,East Khasi Hills,MEGHALAYA
793103,Umiam,Ri Bhoi,MEGHALAYA
793123,Umsaw,Ri Bhoi,MEGHALAYA
794115,Ampati,West Garo Hills,MEGHALAYA
794101,Araimile,West Garo Hills,MEGHALAYA
794102,Baghmara,South Garo Hills,MEGHALAYA
794103,Barengapara,West Garo Hills,MEGHALAYA
794005,Dobasipara,West Garo Hills,MEGHALAYA
794002,Lower Chandmari,West Garo Hills,MEGHALAYA
794105,Grobadha,West Garo Hills,MEGHALAYA
794104,Fulbari,West Garo Hills,MEGHALAYA
794109,Tikrikilla,West Garo Hills,MEGHALAYA
794106,Mahendraganj,West Garo Hills,MEGHALAYA
793126,Nongstoin,East Khasi Hills,MEGHALAYA
793161,Jowai,West Khasi Hills,MEGHALAYA
793115,Mawphlang,West Khasi Hills,MEGHALAYA
793019,Shillong,East Khasi Hills,MEGHALAYA
793210,Khliehriat,Jaintia Hills,MEGHALAYA
794003,Fulbari,West Garo Hills,MEGHALAYA
793001,Shillong,East Khasi Hills,MEGHALAYA
794001,Tura,West Garo Hills,MEGHALAYA
796181,Serchhip,Serchhip,MIZORAM
796320,S.khawbung,Champhai,MIZORAM
796161,Thingsulthliah,Aizawl,MIZORAM
796101,North Thingdawl,Kolasib,MIZORAM
796009,Tlangnuam (Part),Aizawl,MIZORAM
796017,Tlangnuam (Part),Aizawl,MIZORAM
796691,Zotlang,Lunglei,MIZORAM
796581,Thingsai,Lunglei,MIZORAM
796190,Aibawk,Aizawl,MIZORAM
796014,Tlangnuam (Part),Aizawl,MIZORAM
796710,West Bunghmun,Lunglei,MIZORAM
796091,Bilkhawthlir,Kolasib,MIZORAM
796770,Chawngte,Lunglei,MIZORAM
796321,Khawbung,Champhai,MIZORAM
796007,Tlangnuam (Part),Aizawl,MIZORAM
796571,Hnahthial,Lunglei,MIZORAM
796070,North Thingdawl,Kolasib,MIZORAM
796310,Khawzawl,Champhai,MIZORAM
796111,Darlawn,Aizawl,MIZORAM
796751,Bunghmun,Lunglei,MIZORAM
796081,North Thingdawl,Kolasib,MIZORAM
796005,Kulikawn,Aizawl,MIZORAM
796891,Lawngtlai,Lawngtlai,MIZORAM
796370,Lungdar,Serchhip,MIZORAM
796701,Lunglei,Lunglei,MIZORAM
796441,West Phaileng,Mammit,MIZORAM
796290,Ngopa,Champhai,MIZORAM
796431,Phaileng,Mammit,MIZORAM
796012,Tlangnuam (Part),Aizawl,MIZORAM
796501,Reiek,Mammit,MIZORAM
796901,Tuipang,Saiha,MIZORAM
796410,Sairang,Mammit,MIZORAM
796261,Phullen,Aizawl,MIZORAM
796015,Aizawl,Aizawl,MIZORAM
796184,E. Lungdar,Serchhip,MIZORAM
796186,Serchhip,Serchhip,MIZORAM
796004,Tlangnuam (Part),Aizawl,MIZORAM
796008,Tlangnuam,Aizawl,MIZORAM
796421,Lengpui,Aizawl,MIZORAM
796470,Zawlnuam,Mammit,MIZORAM
796001,Tlangnuam (Part),Aizawl,MIZORAM
797115,Dimapur,Dimapur,NAGALAND
798603,Mon,Mon,NAGALAND
798613,Changtongya,Mokokchung,NAGALAND
797105,Kohima,Kohima,NAGALAND
797104,Phek,Phek,NAGALAND
798614,Mokokchung,Mokokchung,NAGALAND
797103,Dimapur,Dimapur,NAGALAND
797117,Dimapur Sadar,Dimapur,NAGALAND
797112,Dimapur,Dimapur,NAGALAND
797116,Chumukedima,Dimapur,NAGALAND
798615,Mokokchung,Mokokchung,NAGALAND
798611,Kiphire,Kiphire,NAGALAND
797003,Kohima,Kohima,NAGALAND
797002,Kohima,Kohima,NAGALAND
798616,Tuensang,Tuensang,NAGALAND
798625,Longleng,Longleng,NAGALAND
797106,Dimapur,Dimapur,NAGALAND
797114,Phek,Phek,NAGALAND
798601,Mokokchung,Mokokchung,NAGALAND
798621,Mon,Mon,NAGALAND
798604,Mokokchung,Mokokchung,NAGALAND
798622,Mon,Mon,NAGALAND
797113,Dimapur Sadar,Dimapur,NAGALAND
797004,Kohima Sadar,Kohima,NAGALAND
798623,Tuli,Mokokchung,NAGALAND
797101,Peren,Kohima,NAGALAND
797107,Phek,Phek,NAGALAND
797108,Phek,Phek,NAGALAND
798602,Mon,Mon,NAGALAND
797109,Kohima,Kohima,NAGALAND
798612,Tuensang,Tuensang,NAGALAND
798618,Mokokchung,Mokokchung,NAGALAND
797111,Wokha,Wokha,NAGALAND
797110,Peren,Peren,NAGALAND
798620,Zunheboto,Zunhebotto,NAGALAND
798607,Mokokchung,Mokokchung,NAGALAND
798627,Akuluto,Zunhebotto,NAGALAND
797120,kohima,Kohima,NAGALAND
797099,Bhandari,Wokha,NAGALAND
797006,Kohima,Kohima,NAGALAND
797118,Dimapur,Dimapur,NAGALAND
797001,Kohima,Kohima,NAGALAND
761141,Bhanjanagar,Ganjam,ODISHA
761123,Bhanjanagar,Ganjam,ODISHA
761124,Bhanjanagar,Ganjam,ODISHA
761121,Buguda,Ganjam,ODISHA
761143,Buguda,Ganjam,ODISHA
761131,Bhanjanagar,Ganjam,ODISHA
761132,Bhanjanagar,Ganjam,ODISHA
761110,Asika,Ganjam,ODISHA
761111,Asika,Ganjam,ODISHA
761151,Surada,Ganjam,ODISHA
761104,Kabisuryanagar,Ganjam,ODISHA
761109,Surada,Ganjam,ODISHA
761116,Aska,Ganjam,ODISHA
761146,Hinjili,Ganjam,ODISHA
761107,Asika,Ganjam,ODISHA
761104,Kabisuryanagar,Ganjam,ODISHA
761115,Aska,Ganjam,ODISHA
761102,Hinjili,Ganjam,ODISHA
761102,Hinjili,Ganjam,ODISHA
761104,Kodala,Ganjam,ODISHA
761110,Asika,Ganjam,ODISHA
761101,Hinjili,Ganjam,ODISHA
761144,Digapahandi,Ganjam,ODISHA
761114,Aska,Ganjam,ODISHA
761111,Aska,Ganjam,ODISHA
761103,Aska,Ganjam,ODISHA
761013,Digapahandi,Ganjam,ODISHA
761110,Asika,Ganjam,ODISHA
761106,Aska,Ganjam,ODISHA
761108,Surada,Ganjam,ODISHA
761122,Aska,Ganjam,ODISHA
761140,Bhanjanagar,Ganjam,ODISHA
761110,Asika,Ganjam,ODISHA
761110,Asika,Ganjam,ODISHA
761119,Bhanjanagar,Ganjam,ODISHA
761125,Bhanjanagar,Ganjam,ODISHA
761117,Buguda,Ganjam,ODISHA
761120,Bhanjanagar,Ganjam,ODISHA
761119,Bhanjanagar,Ganjam,ODISHA
761126,Bhanjanagar,Ganjam,ODISHA
761126,Bhanjanagar,Ganjam,ODISHA
761126,Bhanjanagar,Ganjam,ODISHA
761126,Bhanjanagar,Ganjam,ODISHA
761118,Buguda,Ganjam,ODISHA
767038,Khaprakhol,Balangir,ODISHA
767067,Tusra,Balangir,ODISHA
767027,Patnagarh,Balangir,ODISHA
767028,Patnagarh,Balangir,ODISHA
767039,Kantabanji,Balangir,ODISHA
767039,Kantabanji,Balangir,ODISHA
767066,Titilagarh,Balangir,ODISHA
767020,Loisingha,Balangir,ODISHA
767068,Sonepur,Sonapur,ODISHA
767037,Titilagarh,Balangir,ODISHA
767070,Titilagarh,Balangir,ODISHA
767025,Patnagarh,Balangir,ODISHA
767041,Patnagarh,Balangir,ODISHA
767002,Balangir,Balangir,ODISHA
767032,Titilagarh,Balangir,ODISHA
767022,Loisingha,Balangir,ODISHA
767001,Balangir,Balangir,ODISHA
767001,Balangir,Balangir,ODISHA
767040,Kantabanji,Balangir,ODISHA
767026,Patnagarh,Balangir,ODISHA
767048,Patnagarh,Balangir,ODISHA
767042,Titilagarh,Balangir,ODISHA
767019,Binka,Sonapur,ODISHA
767018,Birmaharajpur,Sonapur,ODISHA
767002,Balangir,Balangir,ODISHA
767065,Balangir,Balangir,ODISHA
767024,Balangir,Balangir,ODISHA
767029,Balangir,Balangir,ODISHA
767061,Loisingha,Balangir,ODISHA
767023,S.rampur,Balangir,ODISHA
767046,Tusra,Balangir,ODISHA
767017,Sonepur,Sonapur,ODISHA
767033,Titilagarh,Balangir,ODISHA
767021,Losingha,Balangir,ODISHA
767035,Titilagarh,Balangir,ODISHA
767017,Sonepur,Sonapur,ODISHA
767017,Sonepur,Sonapur,ODISHA
767017,Sonepur,Sonapur,ODISHA
767045,S.rampur,Sonapur,ODISHA
767001,Balangir,Balangir,ODISHA
767001,Balangir,Balangir,ODISHA
767016,Tarbha,Sonapur,ODISHA
767016,Tarbha,Sonapur,ODISHA
767033,Titilagarh,Balangir,ODISHA
767033,Titilagarh,Balangir,ODISHA
767033,Titilagarh,Balangir,ODISHA
767030,Tusra,Balangir,ODISHA
767001,Balangir,Balangir,ODISHA
767062,Ullunda,Sonapur,ODISHA
767001,Balangir,Balangir,ODISHA
767025,Patnagarh,Balangir,ODISHA
767001,Balangir,Balangir,ODISHA
756046,Soro,Baleswar,ODISHA
756030,Basta,Baleswar,ODISHA
756051,Soro,Baleswar,ODISHA
756042,Soro,Baleswar,ODISHA
756026,Baliapal,Baleswar,ODISHA
756001,Baleshwar Sadar,Baleswar,ODISHA
756001,Baleshwar Sadar,Baleswar,ODISHA
756003,Baleshwar Sadar,Baleswar,ODISHA
756029,Basta,Baleswar,ODISHA
756038,Bhograi,Baleswar,ODISHA
756055,Soro,Baleswar,ODISHA
756025,Balasore,Baleswar,ODISHA
756079,Bhograi,Baleswar,ODISHA
756022,Basta,Baleswar,ODISHA
756036,Bhograi,Baleswar,ODISHA
756084,Jaleswar,Baleswar,ODISHA
756001,Baleshwar Sadar,Baleswar,ODISHA
756037,Bhograi,Baleswar,ODISHA
756044,Soro,Baleswar,ODISHA
756027,Basta,Baleswar,ODISHA
756033,Raibania,Baleswar,ODISHA
756080,Basta,Baleswar,ODISHA
756001,Balasore,Baleswar,ODISHA
756086,Jaleswar,Baleswar,ODISHA
756081,Basta,Baleswar,ODISHA
756039,Bhograi,Baleswar,ODISHA
756035,Bhograi,Baleswar,ODISHA
756048,Soro,Baleswar,ODISHA
756043,Soro,Baleswar,ODISHA
756059,Simulia,Baleswar,ODISHA
756056,Balasore,Baleswar,ODISHA
756003,Baleshwar Sadar,Baleswar,ODISHA
756020,Nilagiri,Baleswar,ODISHA
756045,Soro,Baleswar,ODISHA
756003,Baleshwar Sadar,Baleswar,ODISHA
756034,Jaleswar,Baleswar,ODISHA
756001,Baleshwar Sadar,Baleswar,ODISHA
756032,Jaleswar,Baleswar,ODISHA
756024,Baliapal,Baleswar,ODISHA
756040,Nilagiri,Baleswar,ODISHA
756049,Nilgiri,Baleswar,ODISHA
756083,Baliapal,Baleswar,ODISHA
756040,Nilgiri,Baleswar,ODISHA
756058,Nilgiri,Baleswar,ODISHA
756021,Balasore,Baleswar,ODISHA
756019,Nilgiri,Baleswar,ODISHA
756028,Basta,Baleswar,ODISHA
756001,Baleshwar Sadar,Baleswar,ODISHA
756003,Baleshwar Sadar,Baleswar,ODISHA
756041,Nilagiri,Baleswar,ODISHA
756060,Nilgiri,Baleswar,ODISHA
756023,Basta,Baleswar,ODISHA
756045,Soro,Baleswar,ODISHA
756045,Soro,Baleswar,ODISHA
756045,Soro,Baleswar,ODISHA
756001,Baleshwar Sadar,Baleswar,ODISHA
756001,Baleshwar Sadar,Baleswar,ODISHA
756002,Baleshwar Sadar,Baleswar,ODISHA
756047,Soro,Baleswar,ODISHA
756045,Soro,Baleswar,ODISHA
756085,Bhograi,Baleswar,ODISHA
761026,Chhatrapur,Ganjam,ODISHA
761027,Chatrapur,Ganjam,ODISHA
761025,Chhatrapur,Ganjam,ODISHA
761030,Khallikote,Ganjam,ODISHA
761029,Chhatrapur,Ganjam,ODISHA
761032,Kodala,Ganjam,ODISHA
761032,Kodala,Ganjam,ODISHA
761045,Chhatrapur,Ganjam,ODISHA
761028,Chhatrapur,Ganjam,ODISHA
761105,Kodala,Ganjam,ODISHA
761019,Purushottampur,Ganjam,ODISHA
761043,Purushottampur,Ganjam,ODISHA
761018,Purushottampur,Ganjam,ODISHA
761028,Rambha,Ganjam,ODISHA
761020,Chhatrapur,Ganjam,ODISHA
761035,Kodala,Ganjam,ODISHA
761017,Mohana,Gajapati,ODISHA
761207,Serango,Gajapati,ODISHA
761210,Parlakhemundi,Gajapati,ODISHA
761215,Paralakhemundi,Gajapati,ODISHA
761206,Kashinagara,Gajapati,ODISHA
761208,Paralakhemundi,Gajapati,ODISHA
761015,Mohana,Gajapati,ODISHA
761212,Paralakhemundi,Gajapati,ODISHA
761214,R.udayagiri,Gajapati,ODISHA
761217,Mohana,Gajapati,ODISHA
761213,Rayagada,Gajapati,ODISHA
761016,R.udayagiri,Gajapati,ODISHA
761201,Paralakhemundi,Gajapati,ODISHA
761211,Parlakhemundi,Gajapati,ODISHA
761200,Parlakhemundi,Gajapati,ODISHA
761200,Parlakhemundi,Gajapati,ODISHA
761200,Parlakhemundi,Gajapati,ODISHA
760002,Berhampur,Ganjam,ODISHA
760007,Brahmapur Sadar,Ganjam,ODISHA
761054,Berhampur,Ganjam,ODISHA
761055,Bissmagiri,Ganjam,ODISHA
761042,Bomakei,Ganjam,ODISHA
761010,Chikiti,Ganjam,ODISHA
761012,Digapahandi,Ganjam,ODISHA
760010,Brahmapur Sadar,Ganjam,ODISHA
761009,Girisola,Ganjam,ODISHA
761052,Berhampur,Ganjam,ODISHA
761002,Berhampur,Ganjam,ODISHA
760003,Brahmapur Sadar,Ganjam,ODISHA
760005,Brahmapur Sadar,Ganjam,ODISHA
760004,Brahmapur Sadar,Ganjam,ODISHA
760001,Brahmapur Sadar,Ganjam,ODISHA
760001,Brahmapur Sadar,Ganjam,ODISHA
760001,Brahmapur Sadar,Ganjam,ODISHA
760004,Brahmapur Sadar,Ganjam,ODISHA
761012,Digapahandi,Ganjam,ODISHA
760001,Brahmapur Sadar,Ganjam,ODISHA
760001,Brahmapur Sadar,Ganjam,ODISHA
760001,Brahmapur Sadar,Ganjam,ODISHA
760004,Brahmapur Sadar,Ganjam,ODISHA
761008,Berhampur,Ganjam,ODISHA
760008,Brahmapur Sadar,Ganjam,ODISHA
761005,Berhampur,Ganjam,ODISHA
761006,Berhampur,Ganjam,ODISHA
760001,Brahmapur Sadar,Ganjam,ODISHA
761209,Jarada,Ganjam,ODISHA
761100,Berhampur,Ganjam,ODISHA
760008,Brahmapur Sadar,Ganjam,ODISHA
760001,Brahmapur Sadar,Ganjam,ODISHA
760004,Brahmapur Sadar,Ganjam,ODISHA
760009,Brahmapur Sadar,Ganjam,ODISHA
761001,Berhampur,Ganjam,ODISHA
761011,Digapahandi,Ganjam,ODISHA
761004,Jarada,Ganjam,ODISHA
760002,Brahmapur Sadar,Ganjam,ODISHA
760002,Brahmapur Sadar,Ganjam,ODISHA
761007,Digapahandi,Ganjam,ODISHA
761014,Digapahandi,Ganjam,ODISHA
761037,Jarada,Ganjam,ODISHA
760006,Brahmapur Sadar,Ganjam,ODISHA
760002,Brahmapur Sadar,Ganjam,ODISHA
761041,Chhatrapur,Ganjam,ODISHA
761031,Kodala,Ganjam,ODISHA
761003,Purushottampur,Ganjam,ODISHA
761020,Chhatrapur,Ganjam,ODISHA
756129,Chandbali,Bhadrak,ODISHA
756100,Bhadrak Rural,Bhadrak,ODISHA
756128,Bhadrak,Bhadrak,ODISHA
756163,Tihidi,Bhadrak,ODISHA
756118,Dhamnagar,Bhadrak,ODISHA
756100,Bhadrak Rural,Bhadrak,ODISHA
756181,Bhadrak Rural,Bhadrak,ODISHA
756121,Bhandari Pokhari,Bhadrak,ODISHA
756132,Chandabali,Bhadrak,ODISHA
756164,Basudevpur,Bhadrak,ODISHA
756100,Bhadrak Rural,Bhadrak,ODISHA
756167,Tihidi,Bhadrak,ODISHA
756131,Chandabali,Bhadrak,ODISHA
756125,Basudebpur,Bhadrak,ODISHA
756135,Bhadrak Rural,Bhadrak,ODISHA
